id,device_id,data,type,date
2185,QS2002,12,elevation,2021-05-09 08:36:42
2186,QS2002,12,door_open,2021-05-09 08:36:42
2187,QS2002,-4,button_call,2021-05-09 08:36:43
2188,QS2002,14,elevation,2021-05-09 08:36:45
2189,QS2002,10.27,wind_speed,2021-05-09 08:36:46
2190,QS2002,14,elevation,2021-05-09 08:36:48
2191,QS2002,11,elevation,2021-05-09 08:36:51
2192,QS2002,6.13,wind_speed,2021-05-09 08:36:51
2193,QS2002,12,elevation,2021-05-09 08:36:54
2194,QS2002,4.53,wind_speed,2021-05-09 08:36:56
2195,QS2002,13,elevation,2021-05-09 08:36:57
2196,QS2002,6,button_call,2021-05-09 08:36:58
2197,QS2002,1,button_call,2021-05-09 08:36:59
2198,QS2002,10,elevation,2021-05-09 08:37:00
2199,QS2002,0,button_call,2021-05-09 08:37:01
2200,QS2002,7.08,wind_speed,2021-05-09 08:37:01
2201,QS2002,8,elevation,2021-05-09 08:37:03
2202,QS2002,8,door_open,2021-05-09 08:37:03
2203,QS2002,108, person_entry,2021-05-09 08:37:04
2204,QS2002,10,elevation,2021-05-09 08:37:06
2205,QS2002,10.69,wind_speed,2021-05-09 08:37:06
2206,QS2002,10,elevation,2021-05-09 08:37:09
2207,QS2002,4.75,wind_speed,2021-05-09 08:37:11
2208,QS2002,9,elevation,2021-05-09 08:37:12
2209,QS2002,109, person_entry,2021-05-09 08:37:13
2210,QS2002,12,elevation,2021-05-09 08:37:15
2211,QS2002,5.32,wind_speed,2021-05-09 08:37:16
2212,QS2002,14,elevation,2021-05-09 08:37:18
2213,QS2002,11,elevation,2021-05-09 08:37:21
2214,QS2002,6.83,wind_speed,2021-05-09 08:37:21
2215,QS2002,0,button_call,2021-05-09 08:37:23
2216,QS2002,8,elevation,2021-05-09 08:37:24
2217,QS2002,8.35,wind_speed,2021-05-09 08:37:26
2218,QS2002,10,elevation,2021-05-09 08:37:27
2219,QS2002,9,elevation,2021-05-09 08:37:30
2220,QS2002,9.56,wind_speed,2021-05-09 08:37:31
2221,QS2002,9,elevation,2021-05-09 08:37:33
2222,QS2002,110, person_entry,2021-05-09 08:37:35
2223,QS2002,9,elevation,2021-05-09 08:37:36
2224,QS2002,3.45,wind_speed,2021-05-09 08:37:36
2225,QS2002,6,elevation,2021-05-09 08:37:39
2226,QS2002,6,door_open,2021-05-09 08:37:39
2227,QS2002,7.77,wind_speed,2021-05-09 08:37:41
2228,QS2002,5,elevation,2021-05-09 08:37:42
2229,QS2002,5,door_open,2021-05-09 08:37:42
2230,QS2002,5,elevation,2021-05-09 08:37:45
2231,QS2002,6.87,wind_speed,2021-05-09 08:37:46
2232,QS2002,3,elevation,2021-05-09 08:37:48
2233,QS2002,111, person_entry,2021-05-09 08:37:51
2234,QS2002,0,elevation,2021-05-09 08:37:51
2235,QS2002,5.75,wind_speed,2021-05-09 08:37:51
2236,QS2002,0,elevation,2021-05-09 08:37:54
2237,QS2002,4.30,wind_speed,2021-05-09 08:37:56
2238,QS2002,1,elevation,2021-05-09 08:37:57
2239,QS2002,4,elevation,2021-05-09 08:38:00
2240,QS2002,4,door_open,2021-05-09 08:38:00
2241,QS2002,3.63,wind_speed,2021-05-09 08:38:01
2242,QS2002,4,elevation,2021-05-09 08:38:03
2243,QS2002,4,elevation,2021-05-09 08:38:06
2244,QS2002,3.81,wind_speed,2021-05-09 08:38:06
2245,QS2002,98, person_exit,2021-05-09 08:38:09
2246,QS2002,2,elevation,2021-05-09 08:38:09
2247,QS2002,2,door_open,2021-05-09 08:38:09
2248,QS2002,9.41,wind_speed,2021-05-09 08:38:11
2249,QS2002,3,elevation,2021-05-09 08:38:12
2250,QS2002,1,button_call,2021-05-09 08:38:13
2251,QS2002,2,elevation,2021-05-09 08:38:15
2252,QS2002,8.76,wind_speed,2021-05-09 08:38:16
2253,QS2002,1,elevation,2021-05-09 08:38:18
2254,QS2002,1,door_open,2021-05-09 08:38:18
2255,QS2002,112, person_entry,2021-05-09 08:38:19
2256,QS2002,-5,button_call,2021-05-09 08:38:20
2257,QS2002,0,elevation,2021-05-09 08:38:21
2258,QS2002,7.54,wind_speed,2021-05-09 08:38:21
2259,QS2002,0,elevation,2021-05-09 08:38:24
2260,QS2002,8.85,wind_speed,2021-05-09 08:38:26
2261,QS2002,3,elevation,2021-05-09 08:38:27
2262,QS2002,108, person_exit,2021-05-09 08:38:29
2263,QS2002,3,elevation,2021-05-09 08:38:30
2264,QS2002,4.32,wind_speed,2021-05-09 08:38:31
2265,QS2002,4,elevation,2021-05-09 08:38:33
2266,QS2002,4,door_open,2021-05-09 08:38:33
2267,QS2002,5,elevation,2021-05-09 08:38:36
2268,QS2002,4.07,wind_speed,2021-05-09 08:38:36
2269,QS2002,8,elevation,2021-05-09 08:38:39
2270,QS2002,-2,button_call,2021-05-09 08:38:40
2271,QS2002,8.53,wind_speed,2021-05-09 08:38:41
2272,QS2002,5,elevation,2021-05-09 08:38:42
2273,QS2002,5,elevation,2021-05-09 08:38:45
2274,QS2002,9.29,wind_speed,2021-05-09 08:38:46
2275,QS2002,2,elevation,2021-05-09 08:38:48
2276,QS2002,105, person_exit,2021-05-09 08:38:51
2277,QS2002,1,elevation,2021-05-09 08:38:51
2278,QS2002,1,door_open,2021-05-09 08:38:51
2279,QS2002,3.50,wind_speed,2021-05-09 08:38:51
2280,QS2002,1,elevation,2021-05-09 08:38:54
2281,QS2002,10.59,wind_speed,2021-05-09 08:38:56
2282,QS2002,0,elevation,2021-05-09 08:38:57
2283,QS2002,0,elevation,2021-05-09 08:39:00
2284,QS2002,10.58,wind_speed,2021-05-09 08:39:01
2285,QS2002,113, person_entry,2021-05-09 08:39:03
2286,QS2002,0,elevation,2021-05-09 08:39:03
2287,QS2002,0,elevation,2021-05-09 08:39:06
2288,QS2002,0,button_call,2021-05-09 08:39:06
2289,QS2002,6.57,wind_speed,2021-05-09 08:39:06
2290,QS2002,0,elevation,2021-05-09 08:39:09
2291,QS2002,114, person_entry,2021-05-09 08:39:11
2292,QS2002,4.68,wind_speed,2021-05-09 08:39:11
2293,QS2002,0,elevation,2021-05-09 08:39:12
2294,QS2002,-2,button_call,2021-05-09 08:39:12
2295,QS2002,0,elevation,2021-05-09 08:39:15
2296,QS2002,0,door_open,2021-05-09 08:39:15
2297,QS2002,3.72,wind_speed,2021-05-09 08:39:16
2298,QS2002,0,elevation,2021-05-09 08:39:18
2299,QS2002,109, person_exit,2021-05-09 08:39:20
2300,QS2002,0,elevation,2021-05-09 08:39:21
2301,QS2002,8.27,wind_speed,2021-05-09 08:39:21
2302,QS2002,0,button_call,2021-05-09 08:39:22
2303,QS2002,0,elevation,2021-05-09 08:39:24
2304,QS2002,115, person_entry,2021-05-09 08:39:26
2305,QS2002,10.33,wind_speed,2021-05-09 08:39:26
2306,QS2002,115, person_exit,2021-05-09 08:39:27
2307,QS2002,0,elevation,2021-05-09 08:39:27
2308,QS2002,0,elevation,2021-05-09 08:39:30
2309,QS2002,5.78,wind_speed,2021-05-09 08:39:31
2310,QS2002,3,elevation,2021-05-09 08:39:33
2311,QS2002,4,elevation,2021-05-09 08:39:36
2312,QS2002,8.06,wind_speed,2021-05-09 08:39:36
2313,QS2002,6,elevation,2021-05-09 08:39:39
2314,QS2002,6,door_open,2021-05-09 08:39:39
2315,QS2002,107, person_exit,2021-05-09 08:39:40
2316,QS2002,0,button_call,2021-05-09 08:39:41
2317,QS2002,7.28,wind_speed,2021-05-09 08:39:41
2318,QS2002,7,elevation,2021-05-09 08:39:42
2319,QS2002,5,button_call,2021-05-09 08:39:43
2320,QS2002,112, person_exit,2021-05-09 08:39:44
2321,QS2002,114, person_exit,2021-05-09 08:39:45
2322,QS2002,5,elevation,2021-05-09 08:39:45
2323,QS2002,10.15,wind_speed,2021-05-09 08:39:46
2324,QS2002,5,elevation,2021-05-09 08:39:48
2325,QS2002,5,elevation,2021-05-09 08:39:51
2326,QS2002,5,door_open,2021-05-09 08:39:51
2327,QS2002,5.18,wind_speed,2021-05-09 08:39:51
2328,QS2002,5,elevation,2021-05-09 08:39:54
2329,QS2002,10.09,wind_speed,2021-05-09 08:39:56
2330,QS2002,3,elevation,2021-05-09 08:39:57
2331,QS2002,4,elevation,2021-05-09 08:40:00
2332,QS2002,3.76,wind_speed,2021-05-09 08:40:01
2333,QS2002,1,elevation,2021-05-09 08:40:03
2334,QS2002,1,elevation,2021-05-09 08:40:06
2335,QS2002,10.17,wind_speed,2021-05-09 08:40:06
2336,QS2002,116, person_entry,2021-05-09 08:40:09
2337,QS2002,0,elevation,2021-05-09 08:40:09
2338,QS2002,0,button_call,2021-05-09 08:40:09
2339,QS2002,9.22,wind_speed,2021-05-09 08:40:11
2340,QS2002,117, person_entry,2021-05-09 08:40:12
2341,QS2002,0,elevation,2021-05-09 08:40:12
2342,QS2002,0,door_open,2021-05-09 08:40:12
2343,QS2002,106, person_exit,2021-05-09 08:40:13
2344,QS2002,118, person_entry,2021-05-09 08:40:14
2345,QS2002,1,elevation,2021-05-09 08:40:15
2346,QS2002,10.73,wind_speed,2021-05-09 08:40:16
2347,QS2002,119, person_entry,2021-05-09 08:40:17
2348,QS2002,4,elevation,2021-05-09 08:40:18
2349,QS2002,4,elevation,2021-05-09 08:40:21
2350,QS2002,5.98,wind_speed,2021-05-09 08:40:21
2351,QS2002,3,elevation,2021-05-09 08:40:24
2352,QS2002,9.49,wind_speed,2021-05-09 08:40:26
2353,QS2002,1,elevation,2021-05-09 08:40:27
2354,QS2002,4,elevation,2021-05-09 08:40:30
2355,QS2002,4.72,wind_speed,2021-05-09 08:40:31
2356,QS2002,1,elevation,2021-05-09 08:40:33
2357,QS2002,0,button_call,2021-05-09 08:40:34
2358,QS2002,0,elevation,2021-05-09 08:40:36
2359,QS2002,9.04,wind_speed,2021-05-09 08:40:36
2360,QS2002,0,elevation,2021-05-09 08:40:39
2361,QS2002,4.92,wind_speed,2021-05-09 08:40:41
2362,QS2002,0,elevation,2021-05-09 08:40:42
2363,QS2002,1,button_call,2021-05-09 08:40:42
2364,QS2002,3,button_call,2021-05-09 08:40:42
2365,QS2002,120, person_entry,2021-05-09 08:40:45
2366,QS2002,1,elevation,2021-05-09 08:40:45
2367,QS2002,1,door_open,2021-05-09 08:40:45
2368,QS2002,4.05,wind_speed,2021-05-09 08:40:46
2369,QS2002,0,elevation,2021-05-09 08:40:48
2370,QS2002,0,door_open,2021-05-09 08:40:48
2371,QS2002,0,elevation,2021-05-09 08:40:51
2372,QS2002,7.78,wind_speed,2021-05-09 08:40:51
2373,QS2002,1,elevation,2021-05-09 08:40:54
2374,QS2002,9.73,wind_speed,2021-05-09 08:40:56
2375,QS2002,1,elevation,2021-05-09 08:40:57
2376,QS2002,121, person_entry,2021-05-09 08:40:59
2377,QS2002,2,elevation,2021-05-09 08:41:00
2378,QS2002,-1,button_call,2021-05-09 08:41:00
2379,QS2002,8.45,wind_speed,2021-05-09 08:41:01
2380,QS2002,3,elevation,2021-05-09 08:41:03
2381,QS2002,104, person_exit,2021-05-09 08:41:05
2382,QS2002,3,elevation,2021-05-09 08:41:06
2383,QS2002,9.47,wind_speed,2021-05-09 08:41:06
2384,QS2002,3,elevation,2021-05-09 08:41:09
2385,QS2002,0,button_call,2021-05-09 08:41:11
2386,QS2002,4.42,wind_speed,2021-05-09 08:41:11
2387,QS2002,4,elevation,2021-05-09 08:41:12
2388,QS2002,2,elevation,2021-05-09 08:41:15
2389,QS2002,0,button_call,2021-05-09 08:41:16
2390,QS2002,6.97,wind_speed,2021-05-09 08:41:16
2391,QS2002,0,elevation,2021-05-09 08:41:18
2392,QS2002,0,door_open,2021-05-09 08:41:18
2393,QS2002,3,button_call,2021-05-09 08:41:18
2394,QS2002,122, person_entry,2021-05-09 08:41:21
2395,QS2002,0,elevation,2021-05-09 08:41:21
2396,QS2002,9.09,wind_speed,2021-05-09 08:41:21
2397,QS2002,121, person_exit,2021-05-09 08:41:24
2398,QS2002,2,elevation,2021-05-09 08:41:24
2399,QS2002,3.64,wind_speed,2021-05-09 08:41:26
2400,QS2002,1,elevation,2021-05-09 08:41:27
2401,QS2002,2,elevation,2021-05-09 08:41:30
2402,QS2002,2,door_open,2021-05-09 08:41:30
2403,QS2002,5.31,wind_speed,2021-05-09 08:41:31
2404,QS2002,4,elevation,2021-05-09 08:41:33
2405,QS2002,5,elevation,2021-05-09 08:41:36
2406,QS2002,5,door_open,2021-05-09 08:41:36
2407,QS2002,6.86,wind_speed,2021-05-09 08:41:36
2408,QS2002,5,elevation,2021-05-09 08:41:39
2409,QS2002,5.63,wind_speed,2021-05-09 08:41:41
2410,QS2002,2,elevation,2021-05-09 08:41:42
2411,QS2002,2,door_open,2021-05-09 08:41:42
2412,QS2002,0,elevation,2021-05-09 08:41:45
2413,QS2002,8.20,wind_speed,2021-05-09 08:41:46
2414,QS2002,116, person_exit,2021-05-09 08:41:47
2415,QS2002,0,elevation,2021-05-09 08:41:48
2416,QS2002,0,door_open,2021-05-09 08:41:48
2417,QS2002,0,elevation,2021-05-09 08:41:51
2418,QS2002,6.99,wind_speed,2021-05-09 08:41:51
2419,QS2002,3,elevation,2021-05-09 08:41:54
2420,QS2002,8.97,wind_speed,2021-05-09 08:41:56
2421,QS2002,4,elevation,2021-05-09 08:41:57
2422,QS2002,5,elevation,2021-05-09 08:42:00
2423,QS2002,6.75,wind_speed,2021-05-09 08:42:01
2424,QS2002,3,elevation,2021-05-09 08:42:03
2425,QS2002,-9,button_call,2021-05-09 08:42:03
2426,QS2002,0,elevation,2021-05-09 08:42:06
2427,QS2002,5.28,wind_speed,2021-05-09 08:42:06
2428,QS2002,0,elevation,2021-05-09 08:42:09
2429,QS2002,122, person_exit,2021-05-09 08:42:10
2430,QS2002,-4,button_call,2021-05-09 08:42:11
2431,QS2002,8.19,wind_speed,2021-05-09 08:42:11
2432,QS2002,0,elevation,2021-05-09 08:42:12
2433,QS2002,2,elevation,2021-05-09 08:42:15
2434,QS2002,5.18,wind_speed,2021-05-09 08:42:16
2435,QS2002,1,elevation,2021-05-09 08:42:18
2436,QS2002,1,door_open,2021-05-09 08:42:18
2437,QS2002,0,elevation,2021-05-09 08:42:21
2438,QS2002,6.80,wind_speed,2021-05-09 08:42:21
2439,QS2002,0,elevation,2021-05-09 08:42:24
2440,QS2002,0,door_open,2021-05-09 08:42:24
2441,QS2002,4.84,wind_speed,2021-05-09 08:42:26
2442,QS2002,0,elevation,2021-05-09 08:42:27
2443,QS2002,0,door_open,2021-05-09 08:42:27
2444,QS2002,123, person_entry,2021-05-09 08:42:30
2445,QS2002,0,elevation,2021-05-09 08:42:30
2446,QS2002,9.76,wind_speed,2021-05-09 08:42:31
2447,QS2002,0,elevation,2021-05-09 08:42:33
2448,QS2002,118, person_exit,2021-05-09 08:42:35
2449,QS2002,0,elevation,2021-05-09 08:42:36
2450,QS2002,7.31,wind_speed,2021-05-09 08:42:36
2451,QS2002,1,elevation,2021-05-09 08:42:39
2452,QS2002,1,door_open,2021-05-09 08:42:39
2453,QS2002,124, person_entry,2021-05-09 08:42:41
2454,QS2002,6.15,wind_speed,2021-05-09 08:42:41
2455,QS2002,0,elevation,2021-05-09 08:42:42
2456,QS2002,0,door_open,2021-05-09 08:42:42
2457,QS2002,0,elevation,2021-05-09 08:42:45
2458,QS2002,9.55,wind_speed,2021-05-09 08:42:46
2459,QS2002,0,elevation,2021-05-09 08:42:48
2460,QS2002,0,elevation,2021-05-09 08:42:51
2461,QS2002,9.57,wind_speed,2021-05-09 08:42:51
2462,QS2002,1,elevation,2021-05-09 08:42:54
2463,QS2002,9.18,wind_speed,2021-05-09 08:42:56
2464,QS2002,4,elevation,2021-05-09 08:42:57
2465,QS2002,5,button_call,2021-05-09 08:42:58
2466,QS2002,1,elevation,2021-05-09 08:43:00
2467,QS2002,10.81,wind_speed,2021-05-09 08:43:01
2468,QS2002,0,button_call,2021-05-09 08:43:02
2469,QS2002,0,elevation,2021-05-09 08:43:03
2470,QS2002,0,door_open,2021-05-09 08:43:03
2471,QS2002,0,elevation,2021-05-09 08:43:06
2472,QS2002,6.06,wind_speed,2021-05-09 08:43:06
2473,QS2002,123, person_exit,2021-05-09 08:43:09
2474,QS2002,0,elevation,2021-05-09 08:43:09
2475,QS2002,10.22,wind_speed,2021-05-09 08:43:11
2476,QS2002,0,elevation,2021-05-09 08:43:12
2477,QS2002,113, person_exit,2021-05-09 08:43:13
2478,QS2002,2,elevation,2021-05-09 08:43:15
2479,QS2002,3.77,wind_speed,2021-05-09 08:43:16
2480,QS2002,3,elevation,2021-05-09 08:43:18
2481,QS2002,3,door_open,2021-05-09 08:43:18
2482,QS2002,3,elevation,2021-05-09 08:43:21
2483,QS2002,3,door_open,2021-05-09 08:43:21
2484,QS2002,10.84,wind_speed,2021-05-09 08:43:21
2485,QS2002,3,elevation,2021-05-09 08:43:24
2486,QS2002,5.78,wind_speed,2021-05-09 08:43:26
2487,QS2002,6,elevation,2021-05-09 08:43:27
2488,QS2002,125, person_entry,2021-05-09 08:43:28
2489,QS2002,6,elevation,2021-05-09 08:43:30
2490,QS2002,6.33,wind_speed,2021-05-09 08:43:31
2491,QS2002,6,elevation,2021-05-09 08:43:33
2492,QS2002,7,elevation,2021-05-09 08:43:36
2493,QS2002,3.35,wind_speed,2021-05-09 08:43:36
2494,QS2002,9,elevation,2021-05-09 08:43:39
2495,QS2002,9,door_open,2021-05-09 08:43:39
2496,QS2002,5.03,wind_speed,2021-05-09 08:43:41
2497,QS2002,8,elevation,2021-05-09 08:43:42
2498,QS2002,6,elevation,2021-05-09 08:43:45
2499,QS2002,119, person_exit,2021-05-09 08:43:46
2500,QS2002,8.27,wind_speed,2021-05-09 08:43:46
2501,QS2002,7,elevation,2021-05-09 08:43:48
2502,QS2002,5,elevation,2021-05-09 08:43:51
2503,QS2002,10.96,wind_speed,2021-05-09 08:43:51
2504,QS2002,117, person_exit,2021-05-09 08:43:53
2505,QS2002,6,elevation,2021-05-09 08:43:54
2506,QS2002,3.96,wind_speed,2021-05-09 08:43:56
2507,QS2002,4,elevation,2021-05-09 08:43:57
2508,QS2002,4,door_open,2021-05-09 08:43:57
2509,QS2002,4,elevation,2021-05-09 08:44:00
2510,QS2002,10.27,wind_speed,2021-05-09 08:44:01
2511,QS2002,2,elevation,2021-05-09 08:44:03
2512,QS2002,126, person_entry,2021-05-09 08:44:06
2513,QS2002,3,elevation,2021-05-09 08:44:06
2514,QS2002,3.59,wind_speed,2021-05-09 08:44:06
2515,QS2002,1,elevation,2021-05-09 08:44:09
2516,QS2002,7.48,wind_speed,2021-05-09 08:44:11
2517,QS2002,4,elevation,2021-05-09 08:44:12
2518,QS2002,120, person_exit,2021-05-09 08:44:13
2519,QS2002,2,elevation,2021-05-09 08:44:15
2520,QS2002,5.57,wind_speed,2021-05-09 08:44:16
2521,QS2002,3,elevation,2021-05-09 08:44:18
2522,QS2002,2,button_call,2021-05-09 08:44:19
2523,QS2002,1,elevation,2021-05-09 08:44:21
2524,QS2002,6.21,wind_speed,2021-05-09 08:44:21
2525,QS2002,0,elevation,2021-05-09 08:44:24
2526,QS2002,6.52,wind_speed,2021-05-09 08:44:26
2527,QS2002,2,elevation,2021-05-09 08:44:27
2528,QS2002,5,elevation,2021-05-09 08:44:30
2529,QS2002,5,door_open,2021-05-09 08:44:30
2530,QS2002,6.76,wind_speed,2021-05-09 08:44:31
2531,QS2002,6,elevation,2021-05-09 08:44:33
2532,QS2002,3,elevation,2021-05-09 08:44:36
2533,QS2002,7.98,wind_speed,2021-05-09 08:44:36
2534,QS2002,5,elevation,2021-05-09 08:44:39
2535,QS2002,111, person_exit,2021-05-09 08:44:41
2536,QS2002,7.30,wind_speed,2021-05-09 08:44:41
2537,QS2002,3,elevation,2021-05-09 08:44:42
2538,QS2002,127, person_entry,2021-05-09 08:44:43
2539,QS2002,2,elevation,2021-05-09 08:44:45
2540,QS2002,6.86,wind_speed,2021-05-09 08:44:46
2541,QS2002,4,elevation,2021-05-09 08:44:48
2542,QS2002,1,elevation,2021-05-09 08:44:51
2543,QS2002,8.40,wind_speed,2021-05-09 08:44:51
2544,QS2002,4,elevation,2021-05-09 08:44:54
2545,QS2002,9.68,wind_speed,2021-05-09 08:44:56
2546,QS2002,127, person_exit,2021-05-09 08:44:57
2547,QS2002,2,elevation,2021-05-09 08:44:57
2548,QS2002,3,elevation,2021-05-09 08:45:00
2549,QS2002,6.58,wind_speed,2021-05-09 08:45:01
2550,QS2002,2,elevation,2021-05-09 08:45:03
2551,QS2002,0,elevation,2021-05-09 08:45:06
2552,QS2002,5.25,wind_speed,2021-05-09 08:45:06
2553,QS2002,0,elevation,2021-05-09 08:45:09
2554,QS2002,0,door_open,2021-05-09 08:45:09
2555,QS2002,128, person_entry,2021-05-09 08:45:10
2556,QS2002,10.27,wind_speed,2021-05-09 08:45:11
2557,QS2002,3,elevation,2021-05-09 08:45:12
2558,QS2002,0,elevation,2021-05-09 08:45:15
2559,QS2002,3.75,wind_speed,2021-05-09 08:45:16
2560,QS2002,0,elevation,2021-05-09 08:45:18
2561,QS2002,1,elevation,2021-05-09 08:45:21
2562,QS2002,5.09,wind_speed,2021-05-09 08:45:21
2563,QS2002,0,elevation,2021-05-09 08:45:24
2564,QS2002,3.33,wind_speed,2021-05-09 08:45:26
2565,QS2002,129, person_entry,2021-05-09 08:45:27
2566,QS2002,0,elevation,2021-05-09 08:45:27
2567,QS2002,-15,button_call,2021-05-09 08:45:29
2568,QS2002,3,elevation,2021-05-09 08:45:30
2569,QS2002,7.53,wind_speed,2021-05-09 08:45:31
2570,QS2002,4,elevation,2021-05-09 08:45:33
2571,QS2002,2,elevation,2021-05-09 08:45:36
2572,QS2002,10.13,wind_speed,2021-05-09 08:45:36
2573,QS2002,5,elevation,2021-05-09 08:45:39
2574,QS2002,6.48,wind_speed,2021-05-09 08:45:41
2575,QS2002,124, person_exit,2021-05-09 08:45:42
2576,QS2002,4,elevation,2021-05-09 08:45:42
2577,QS2002,3,elevation,2021-05-09 08:45:45
2578,QS2002,7.21,wind_speed,2021-05-09 08:45:46
2579,QS2002,3,elevation,2021-05-09 08:45:48
2580,QS2002,1,elevation,2021-05-09 08:45:51
2581,QS2002,5.73,wind_speed,2021-05-09 08:45:51
2582,QS2002,2,elevation,2021-05-09 08:45:54
2583,QS2002,7.74,wind_speed,2021-05-09 08:45:56
2584,QS2002,1,elevation,2021-05-09 08:45:57
2585,QS2002,0,elevation,2021-05-09 08:46:00
2586,QS2002,5.22,wind_speed,2021-05-09 08:46:01
2587,QS2002,2,elevation,2021-05-09 08:46:03
2588,QS2002,1,elevation,2021-05-09 08:46:06
2589,QS2002,10.55,wind_speed,2021-05-09 08:46:06
2590,QS2002,0,elevation,2021-05-09 08:46:09
2591,QS2002,130, person_entry,2021-05-09 08:46:10
2592,QS2002,9.52,wind_speed,2021-05-09 08:46:11
2593,QS2002,0,elevation,2021-05-09 08:46:12
2594,QS2002,0,elevation,2021-05-09 08:46:15
2595,QS2002,3.54,wind_speed,2021-05-09 08:46:16
2596,QS2002,0,elevation,2021-05-09 08:46:18
2597,QS2002,2,elevation,2021-05-09 08:46:21
2598,QS2002,4.52,wind_speed,2021-05-09 08:46:21
2599,QS2002,0,elevation,2021-05-09 08:46:24
2600,QS2002,9.32,wind_speed,2021-05-09 08:46:26
2601,QS2002,2,elevation,2021-05-09 08:46:27
2602,QS2002,131, person_entry,2021-05-09 08:46:28
2603,QS2002,0,elevation,2021-05-09 08:46:30
2604,QS2002,5.23,wind_speed,2021-05-09 08:46:31
2605,QS2002,0,elevation,2021-05-09 08:46:33
2606,QS2002,3,elevation,2021-05-09 08:46:36
2607,QS2002,9.73,wind_speed,2021-05-09 08:46:36
2608,QS2002,3,elevation,2021-05-09 08:46:39
2609,QS2002,110, person_exit,2021-05-09 08:46:41
2610,QS2002,8.93,wind_speed,2021-05-09 08:46:41
2611,QS2002,3,elevation,2021-05-09 08:46:42
2612,QS2002,5,elevation,2021-05-09 08:46:45
2613,QS2002,10.82,wind_speed,2021-05-09 08:46:46
2614,QS2002,5,elevation,2021-05-09 08:46:48
2615,QS2002,2,elevation,2021-05-09 08:46:51
2616,QS2002,6.58,wind_speed,2021-05-09 08:46:51
2617,QS2002,-17,button_call,2021-05-09 08:46:52
2618,QS2002,0,elevation,2021-05-09 08:46:54
2619,QS2002,10.81,wind_speed,2021-05-09 08:46:56
2620,QS2002,0,elevation,2021-05-09 08:46:57
2621,QS2002,0,elevation,2021-05-09 08:47:00
2622,QS2002,10.87,wind_speed,2021-05-09 08:47:01
2623,QS2002,-8,button_call,2021-05-09 08:47:02
2624,QS2002,132, person_entry,2021-05-09 08:47:03
2625,QS2002,0,elevation,2021-05-09 08:47:03
2626,QS2002,0,elevation,2021-05-09 08:47:06
2627,QS2002,10.42,wind_speed,2021-05-09 08:47:06
2628,QS2002,0,elevation,2021-05-09 08:47:09
2629,QS2002,10.47,wind_speed,2021-05-09 08:47:11
2630,QS2002,2,elevation,2021-05-09 08:47:12
2631,QS2002,2,door_open,2021-05-09 08:47:12
2632,QS2002,4,elevation,2021-05-09 08:47:15
2633,QS2002,7.06,wind_speed,2021-05-09 08:47:16
2634,QS2002,2,elevation,2021-05-09 08:47:18
2635,QS2002,5,elevation,2021-05-09 08:47:21
2636,QS2002,7.12,wind_speed,2021-05-09 08:47:21
2637,QS2002,130, person_exit,2021-05-09 08:47:22
2638,QS2002,8,elevation,2021-05-09 08:47:24
2639,QS2002,5.03,wind_speed,2021-05-09 08:47:26
2640,QS2002,6,elevation,2021-05-09 08:47:27
2641,QS2002,7,elevation,2021-05-09 08:47:30
2642,QS2002,5.13,wind_speed,2021-05-09 08:47:31
2643,QS2002,9,elevation,2021-05-09 08:47:33
2644,QS2002,9,elevation,2021-05-09 08:47:36
2645,QS2002,9.35,wind_speed,2021-05-09 08:47:36
2646,QS2002,10,elevation,2021-05-09 08:47:39
2647,QS2002,10.66,wind_speed,2021-05-09 08:47:41
2648,QS2002,12,elevation,2021-05-09 08:47:42
2649,QS2002,15,elevation,2021-05-09 08:47:45
2650,QS2002,15,door_open,2021-05-09 08:47:45
2651,QS2002,7.42,wind_speed,2021-05-09 08:47:46
2652,QS2002,16,elevation,2021-05-09 08:47:48
2653,QS2002,133, person_entry,2021-05-09 08:47:49
2654,QS2002,17,elevation,2021-05-09 08:47:51
2655,QS2002,6.94,wind_speed,2021-05-09 08:47:51
2656,QS2002,16,elevation,2021-05-09 08:47:54
2657,QS2002,6,button_call,2021-05-09 08:47:55
2658,QS2002,10.35,wind_speed,2021-05-09 08:47:56
2659,QS2002,15,elevation,2021-05-09 08:47:57
2660,QS2002,134, person_entry,2021-05-09 08:48:00
2661,QS2002,15,elevation,2021-05-09 08:48:00
2662,QS2002,6.52,wind_speed,2021-05-09 08:48:01
2663,QS2002,12,elevation,2021-05-09 08:48:03
2664,QS2002,15,elevation,2021-05-09 08:48:06
2665,QS2002,7.75,wind_speed,2021-05-09 08:48:06
2666,QS2002,14,elevation,2021-05-09 08:48:09
2667,QS2002,135, person_entry,2021-05-09 08:48:11
2668,QS2002,5.46,wind_speed,2021-05-09 08:48:11
2669,QS2002,15,elevation,2021-05-09 08:48:12
2670,QS2002,12,elevation,2021-05-09 08:48:15
2671,QS2002,8.80,wind_speed,2021-05-09 08:48:16
2672,QS2002,15,elevation,2021-05-09 08:48:18
2673,QS2002,16,elevation,2021-05-09 08:48:21
2674,QS2002,4.27,wind_speed,2021-05-09 08:48:21
2675,QS2002,15,elevation,2021-05-09 08:48:24
2676,QS2002,4,button_call,2021-05-09 08:48:25
2677,QS2002,9.53,wind_speed,2021-05-09 08:48:26
2678,QS2002,18,elevation,2021-05-09 08:48:27
